<!2 filez
TICKEg>,<PEf>,<DATE>4<TIME>,<OPEN>,<HIGH>,<LOW>,<CgLOSE>,dfve<VOL>
SPFB.RTS,1,20201201,144900,130130.0000000,130130.0000000,130060.0000000,130070.0000000,858
SPFB.RTS,1,20201201,145000,130080.0000000,130100.0000000,130070.0000000,130100.0000000,244
SPFB.RTS,1,20201201,145100,130110.0000000,130110.0000000,130070.0000000,130080.0000000,357
SPFB.RTS,1,20201201,145200,130080.0000000,130080.0000000,130030.0000000,130040.0000000,711
SPFB.RTS,1,20201201,145300,130040.0000000,130070.0000000,130030.0000000,130040.0000000,455
SPFB.RTS,1,20201201,145400,130050.0000000,130090.0000000,130030.0000000,130080.0000000,531
SPFB.RTS,1,20201201,145500,130080.0000000,130090.0000000,130020.0000000,130070.0000000,342
SPFB.RTS,1,20201201,145600,130070.0000000,130140.0000000,130050.0000000,130130.0000000,566
SPFB.RTS,1,20201201,145700,130120.0000000,130150.0000000,130010.0000000,130050.0000000,1698
SPFB.RTS,1,20201201,145800,130060.0000000,130060.0000000,130000.0000000,130000.0000000,499
SPFB.RTS,1,20201201,145900,130000.0000000,130090.0000000,129950.0000000,130090.0000000,1813
SPFB.RTS,1,20201201,150000,130090.0000000,130100.0000000,130040.0000000,130070.0000000,678
SPFB.RTS,1,20201201,150100,130070.0000000,130080.0000000,129990.0000000,130040.0000000,655
SPFB.RTS,1,20201201,150200,130050.0000000,130050.0000000,130000.0000000,130050.0000000,329
SPFB.RTS,1,20201201,150300,130040.0000000,130040.0000000,129990.0000000,130000.0000000,231
SPFB.RTS,1,20201201,150400,129990.0000000,130030.0000000,129990.0000000,130000.0000000,594
SPFB.RTS,1,20201201,150500,130010.0000000,130060.0000000,129990.0000000,130010.0000000,319
SPFB.RTS,1,20201201,150600,130020.0000000,130130.0000000,130020.0000000,130120.0000000,561
SPFB.RTS,1,20201201,150700,130120.0000000,130220.0000000,130110.0000000,130150.0000000,1190
SPFB.RTS,1,20201201,150800,130140.0000000,130170.0000000,130100.0000000,130100.0000000,314
SPFB.RTS,1,20201201,150900,130110.0000000,130190.0000000,130110.0000000,130180.0000000,311
SPFB.RTS,1,20201201,151000,130180.0000000,130190.0000000,130070.0000000,130080.0000000,308
SPFB.RTS,1,20201201,151100,130090.0000000,130150.0000000,130090.0000000,130150.0000000,164
SPFB.RTS,1,20201201,151200,130160.0000000,130190.0000000,130090.0000000,130100.0000000,354
SPFB.RTS,1,20201201,151300,130100.0000000,130100.0000000,130030.0000000,130040.0000000,594
SPFB.RTS,1,20201201,151400,130050.0000000,130110.0000000,130050.0000000,130090.0000000,215
SPFB.RTS,1,20201201,151500,130090.0000000,130090.0000000,130040.0000000,130070.0000000,175
SPFB.RTS,1,20201201,151600,130060.0000000,130090.0000000,129990.0000000,130000.0000000,681
SPFB.RTS,1,20201201,151700,130000.0000000,130040.0000000,129990.0000000,129990.0000000,321
SPFB.RTS,1,20201201,151800,130000.0000000,130010.0000000,129880.0000000,129890.0000000,1491
SPFB.RTS,1,20201201,151900,129900.0000000,129900.0000000,129860.0000000,129880.0000000,876
SPFB.RTS,1,20201201,152000,129880.0000000,129890.0000000,129830.0000000,129870.0000000,878
SPFB.RTS,1,20201201,152100,129870.0000000,129890.0000000,129850.0000000,129870.0000000,381
SPFB.RTS,1,20201201,152200,129860.0000000,129860.0000000,129810.0000000,129850.0000000,493
SPFB.RTS,1,20201201,152300,129860.0000000,129950.0000000,129850.0000000,129930.0000000,684
SPFB.RTS,1,20201201,152400,129920.0000000,129920.0000000,129870.0000000,129890.0000000,504
SPFB.RTS,1,20201201,152500,129900.0000000,129910.0000000,129880.0000000,129890.0000000,163
SPFB.RTS,1,20201201,152600,129900.0000000,129950.0000000,129900.0000000,129920.0000000,324
SPFB.RTS,1,20201201,152700,129920.0000000,129940.0000000,129900.0000000,129900.0000000,273
SPFB.RTS,1,20201201,152800,129900.0000000,129920.0000000,129880.0000000,129890.0000000,204
SPFB.RTS,1,20201201,152900,129890.0000000,129920.0000000,129850.0000000,129890.0000000,162
SPFB.RTS,1,20201201,153000,129900.0000000,129910.0000000,129860.0000000,129860.0000000,234
SPFB.RTS,1,20201201,153100,129850.0000000,129900.0000000,129810.0000000,129900.0000000,702
SPFB.RTS,1,20201201,153200,129900.0000000,130030.0000000,129900.0000000,129980.0000000,1681
SPFB.RTS,1,20201201,153300,129980.0000000,130030.0000000,129970.0000000,129980.0000000,512
SPFB.RTS,1,20201201,153400,129990.0000000,130080.0000000,129980.0000000,130030.0000000,672
SPFB.RTS,1,20201201,153500,130040.0000000,130040.0000000,129990.0000000,130020.0000000,160
SPFB.RTS,1,20201201,153600,130020.0000000,130060.0000000,130020.0000000,130050.0000000,228
SPFB.RTS,1,20201201,153700,130060.0000000,130150.0000000,130060.0000000,130120.0000000,1332
SPFB.RTS,1,20201201,153800,130130.0000000,130170.0000000,130120.0000000,130160.0000000,519
SPFB.RTS,1,20201201,153900,130170.0000000,130250.0000000,130170.0000000,130180.0000000,1595
SPFB.RTS,1,20201201,154000,130180.0000000,130210.0000000,130130.0000000,130200.0000000,719
SPFB.RTS,1,20201201,154100,130200.0000000,130220.0000000,130130.0000000,130160.0000000,611
SPFB.RTS,1,20201201,154200,130160.0000000,130170.0000000,130130.0000000,130160.0000000,311
SPFB.RTS,1,20201201,154300,130160.0000000,130210.0000000,130140.0000000,130180.0000000,250
SPFB.RTS,1,20201201,154400,130180.0000000,130270.0000000,130180.0000000,130240.0000000,831
SPFB.RTS,1,20201201,154500,130240.0000000,130270.0000000,130200.0000000,130230.0000000,530
SPFB.RTS,1,20201201,154600,130230.0000000,130300.0000000,130200.0000000,130280.0000000,1016
SPFB.RTS,1,20201201,154700,130280.0000000,130290.0000000,130260.0000000,130280.0000000,231
SPFB.RTS,1,20201201,154800,130280.0000000,130330.0000000,130240.0000000,130270.0000000,1023
SPFB.RTS,1,20201201,154900,130280.0000000,130310.0000000,130250.0000000,130300.0000000,421
SPFB.RTS,1,20201201,155000,130310.0000000,130340.0000000,130290.0000000,130320.0000000,675
SPFB.RTS,1,20201201,155100,130310.0000000,130330.0000000,130230.0000000,130230.0000000,633
SPFB.RTS,1,20201201,155200,130220.0000000,130260.0000000,130200.0000000,130230.0000000,605
SPFB.RTS,1,20201201,155300,130220.0000000,130250.0000000,130190.0000000,130230.0000000,618
SPFB.RTS,1,20201201,155400,130230.0000000,130300.0000000,130220.0000000,130290.0000000,556
SPFB.RTS,1,20201201,155500,130280.0000000,130400.0000000,130270.0000000,130380.0000000,2367
SPFB.RTS,1,20201201,155600,130380.0000000,130400.0000000,130340.0000000,130360.0000000,749
SPFB.RTS,1,20201201,155700,130370.0000000,130410.0000000,130350.0000000,130400.0000000,604
SPFB.RTS,1,20201201,155800,130400.0000000,130430.0000000,130380.0000000,130410.0000000,753
SPFB.RTS,1,20201201,155900,130410.0000000,130450.0000000,130400.0000000,130420.0000000,1191
SPFB.RTS,1,20201201,160000,130430.0000000,130460.0000000,130410.0000000,130450.0000000,776
SPFB.RTS,1,20201201,160100,130450.0000000,130560.0000000,130440.0000000,130480.0000000,3194
SPFB.RTS,1,20201201,160200,130480.0000000,130520.0000000,130410.0000000,130430.0000000,1953
SPFB.RTS,1,20201201,160300,130440.0000000,130450.0000000,130360.0000000,130380.0000000,1334
SPFB.RTS,1,20201201,160400,130380.0000000,130420.0000000,130350.0000000,130380.0000000,859
SPFB.RTS,1,20201201,160500,130390.0000000,130430.0000000,130390.0000000,130410.0000000,506
SPFB.RTS,1,20201201,160600,130410.0000000,130450.0000000,130380.0000000,130420.0000000,662
SPFB.RTS,1,20201201,160700,130430.0000000,130430.0000000,130350.0000000,130380.0000000,716
SPFB.RTS,1,20201201,160800,130390.0000000,130410.0000000,130370.0000000,130400.0000000,726
SPFB.RTS,1,20201201,160900,130410.0000000,130420.0000000,130360.0000000,130370.0000000,515
SPFB.RTS,1,20201201,161000,130370.0000000,130380.0000000,130330.0000000,130330.0000000,728
SPFB.RTS,1,20201201,161100,130340.0000000,130390.0000000,130300.0000000,130390.0000000,628
SPFB.RTS,1,20201201,161200,130390.0000000,130390.0000000,130310.0000000,130330.0000000,365
SPFB.RTS,1,20201201,161300,130330.0000000,130400.0000000,130330.0000000,130350.0000000,628
SPFB.RTS,1,20201201,161400,130340.0000000,130370.0000000,130300.0000000,130300.0000000,262
SPFB.RTS,1,20201201,161500,130300.0000000,130330.0000000,130280.0000000,130280.0000000,468
SPFB.RTS,1,20201201,161600,130280.0000000,130370.0000000,130270.0000000,130310.0000000,1127
SPFB.RTS,1,20201201,161700,130310.0000000,130330.0000000,130280.0000000,130320.0000000,283
SPFB.RTS,1,20201201,161800,130320.0000000,130340.0000000,130300.0000000,130330.0000000,328
SPFB.RTS,1,20201201,161900,130330.0000000,130360.0000000,130310.0000000,130360.0000000,131
SPFB.RTS,1,20201201,162000,130350.0000000,130450.0000000,130350.0000000,130410.0000000,1519
SPFB.RTS,1,20201201,162100,130420.0000000,130510.0000000,130400.0000000,130440.0000000,1603
SPFB.RTS,1,20201201,162200,130450.0000000,130480.0000000,130350.0000000,130370.0000000,706
SPFB.RTS,1,20201201,162300,130360.0000000,130400.0000000,130350.0000000,130380.0000000,418
SPFB.RTS,1,20201201,162400,130380.0000000,130380.0000000,130310.0000000,130340.0000000,579
SPFB.RTS,1,20201201,162500,130350.0000000,130430.0000000,130300.0000000,130420.0000000,727
SPFB.RTS,1,20201201,162600,130410.0000000,130420.0000000,130370.0000000,130410.0000000,269
SPFB.RTS,1,20201201,162700,130400.0000000,130420.0000000,130380.0000000,130410.0000000,204
SPFB.RTS,1,20201201,162800,130410.0000000,130420.0000000,130360.0000000,130370.0000000,278
SPFB.RTS,1,20201201,162900,130380.0000000,130420.0000000,130360.0000000,130420.0000000,352
SPFB.RTS,1,20201201,163000,130420.0000000,130450.0000000,130400.0000000,130410.0000000,412
SPFB.RTS,1,20201201,163100,130410.0000000,130440.0000000,130380.0000000,130400.0000000,352
SPFB.RTS,1,20201201,163200,130400.0000000,130420.0000000,130360.0000000,130360.0000000,480
SPFB.RTS,1,20201201,163300,130360.0000000,130370.0000000,130260.0000000,130290.0000000,1165
SPFB.RTS,1,20201201,163400,130280.0000000,130310.0000000,130250.0000000,130290.0000000,1256
SPFB.RTS,1,20201201,163500,130300.0000000,130370.0000000,130290.0000000,130350.0000000,654
SPFB.RTS,1,20201201,163600,130360.0000000,130420.0000000,130350.0000000,130420.0000000,802
SPFB.RTS,1,20201201,163700,130410.0000000,130540.0000000,130400.0000000,130480.0000000,2194
SPFB.RTS,1,20201201,163800,130490.0000000,130540.0000000,130470.0000000,130480.0000000,719
SPFB.RTS,1,20201201,163900,130490.0000000,130540.0000000,130470.0000000,130500.0000000,951
SPFB.RTS,1,20201201,164000,130500.0000000,130540.0000000,130480.0000000,130540.0000000,674
SPFB.RTS,1,20201201,164100,130540.0000000,130630.0000000,130440.0000000,130440.0000000,2677
SPFB.RTS,1,20201201,164200,130440.0000000,130520.0000000,130440.0000000,130470.0000000,898
SPFB.RTS,1,20201201,164300,130460.0000000,130500.0000000,130430.0000000,130470.0000000,1082
SPFB.RTS,1,20201201,164400,130470.0000000,130590.0000000,130460.0000000,130570.0000000,1189
SPFB.RTS,1,20201201,164500,130570.0000000,130580.0000000,130510.0000000,130540.0000000,717
SPFB.RTS,1,20201201,164600,130550.0000000,130630.0000000,130520.0000000,130590.0000000,1317
SPFB.RTS,1,20201201,164700,130610.0000000,130840.0000000,130610.0000000,130790.0000000,5543
SPFB.RTS,1,20201201,164800,130800.0000000,130840.0000000,130750.0000000,130760.0000000,695
SPFB.RTS,1,20201201,164900,130760.0000000,130820.0000000,130730.0000000,130730.0000000,943
SPFB.RTS,1,20201201,165000,130730.0000000,130800.0000000,130680.0000000,130780.0000000,1524
SPFB.RTS,1,20201201,165100,130780.0000000,130800.0000000,130690.0000000,130720.0000000,1073
SPFB.RTS,1,20201201,165200,130720.0000000,130730.0000000,130660.0000000,130690.0000000,1145
SPFB.RTS,1,20201201,165300,130680.0000000,130770.0000000,130650.0000000,130750.0000000,1141
SPFB.RTS,1,20201201,165400,130740.0000000,130770.0000000,130730.0000000,130730.0000000,571
SPFB.RTS,1,20201201,165500,130720.0000000,130750.0000000,130670.0000000,130710.0000000,428
SPFB.RTS,1,20201201,165600,130720.0000000,130760.0000000,130680.0000000,130750.0000000,731
SPFB.RTS,1,20201201,165700,130750.0000000,130900.0000000,130730.0000000,130770.0000000,3558
SPFB.RTS,1,20201201,165800,130780.0000000,130880.0000000,130770.0000000,130880.0000000,567
SPFB.RTS,1,20201201,165900,130880.0000000,130890.0000000,130830.0000000,130830.0000000,943
SPFB.RTS,1,20201201,170000,130850.0000000,130950.0000000,130790.0000000,130950.0000000,2765
SPFB.RTS,1,20201201,170100,130950.0000000,130980.0000000,130800.0000000,130830.0000000,2918
SPFB.RTS,1,20201201,170200,130830.0000000,131040.0000000,130820.0000000,130960.0000000,3755
SPFB.RTS,1,20201201,170300,130960.0000000,130960.0000000,130830.0000000,130840.0000000,984
SPFB.RTS,1,20201201,170400,130850.0000000,130960.0000000,130850.0000000,130930.0000000,835
SPFB.RTS,1,20201201,170500,130930.0000000,130950.0000000,130900.0000000,130930.0000000,416
SPFB.RTS,1,20201201,170600,130920.0000000,130970.0000000,130910.0000000,130940.0000000,604
SPFB.RTS,1,20201201,170700,130920.0000000,130950.0000000,130840.0000000,130860.0000000,776
SPFB.RTS,1,20201201,170800,130870.0000000,130900.0000000,130780.0000000,130800.0000000,1010
SPFB.RTS,1,20201201,170900,130800.0000000,130840.0000000,130760.0000000,130790.0000000,1015
SPFB.RTS,1,20201201,171000,130780.0000000,130810.0000000,130740.0000000,130770.0000000,955
SPFB.RTS,1,20201201,171100,130790.0000000,130830.0000000,130780.0000000,130810.0000000,807
SPFB.RTS,1,20201201,171200,130820.0000000,130880.0000000,130760.0000000,130800.0000000,1073
SPFB.RTS,1,20201201,171300,130800.0000000,130800.0000000,130700.0000000,130700.0000000,1049
SPFB.RTS,1,20201201,171400,130700.0000000,130810.0000000,130700.0000000,130720.0000000,1047
SPFB.RTS,1,20201201,171500,130730.0000000,130780.0000000,130710.0000000,130730.0000000,325
SPFB.RTS,1,20201201,171600,130730.0000000,130760.0000000,130660.0000000,130680.0000000,762
SPFB.RTS,1,20201201,171700,130690.0000000,130700.0000000,130660.0000000,130670.0000000,415
SPFB.RTS,1,20201201,171800,130660.0000000,130670.0000000,130600.0000000,130640.0000000,1123
SPFB.RTS,1,20201201,171900,130630.0000000,130650.0000000,130570.0000000,130640.0000000,830
SPFB.RTS,1,20201201,172000,130630.0000000,130680.0000000,130620.0000000,130620.0000000,548
SPFB.RTS,1,20201201,172100,130620.0000000,130730.0000000,130620.0000000,130720.0000000,560
SPFB.RTS,1,20201201,172200,130720.0000000,130750.0000000,130660.0000000,130740.0000000,1028
SPFB.RTS,1,20201201,172300,130750.0000000,130800.0000000,130700.0000000,130730.0000000,1226
SPFB.RTS,1,20201201,172400,130740.0000000,130740.0000000,130670.0000000,130690.0000000,394
SPFB.RTS,1,20201201,172500,130690.0000000,130700.0000000,130650.0000000,130690.0000000,279
SPFB.RTS,1,20201201,172600,130690.0000000,130710.0000000,130670.0000000,130690.0000000,244
SPFB.RTS,1,20201201,172700,130690.0000000,130720.0000000,130670.0000000,130710.0000000,172
SPFB.RTS,1,20201201,172800,130700.0000000,130700.0000000,130670.0000000,130690.0000000,355
SPFB.RTS,1,20201201,172900,130700.0000000,130730.0000000,130670.0000000,130710.0000000,534
SPFB.RTS,1,20201201,173000,130710.0000000,130720.0000000,130650.0000000,130660.0000000,734
SPFB.RTS,1,20201201,173100,130670.0000000,130710.0000000,130510.0000000,130570.0000000,2212
SPFB.RTS,1,20201201,173200,130570.0000000,130590.0000000,130500.0000000,130510.0000000,1038
SPFB.RTS,1,20201201,173300,130520.0000000,130540.0000000,130450.0000000,130520.0000000,1222
SPFB.RTS,1,20201201,173400,130520.0000000,130570.0000000,130450.0000000,130470.0000000,1359
SPFB.RTS,1,20201201,173500,130470.0000000,130490.0000000,130370.0000000,130420.0000000,2138
SPFB.RTS,1,20201201,173600,130420.0000000,130610.0000000,130380.0000000,130590.0000000,2490
SPFB.RTS,1,20201201,173700,130610.0000000,130630.0000000,130530.0000000,130570.0000000,600
SPFB.RTS,1,20201201,173800,130580.0000000,130770.0000000,130570.0000000,130740.0000000,1776
SPFB.RTS,1,20201201,173900,130730.0000000,130780.0000000,130670.0000000,130670.0000000,1219
SPFB.RTS,1,20201201,174000,130680.0000000,130780.0000000,130680.0000000,130740.0000000,976
SPFB.RTS,1,20201201,174100,130750.0000000,130850.0000000,130730.0000000,130840.0000000,1612
SPFB.RTS,1,20201201,174200,130840.0000000,130870.0000000,130770.0000000,130790.0000000,1800
SPFB.RTS,1,20201201,174300,130790.0000000,130840.0000000,130710.0000000,130720.0000000,1119
SPFB.RTS,1,20201201,174400,130720.0000000,130800.0000000,130710.0000000,130770.0000000,548
SPFB.RTS,1,20201201,174500,130780.0000000,130830.0000000,130770.0000000,130830.0000000,721
SPFB.RTS,1,20201201,174600,130830.0000000,130920.0000000,130830.0000000,130910.0000000,2194
SPFB.RTS,1,20201201,174700,130910.0000000,130950.0000000,130860.0000000,130870.0000000,1177
SPFB.RTS,1,20201201,174800,130880.0000000,130900.0000000,130830.0000000,130860.0000000,791
SPFB.RTS,1,20201201,174900,130860.0000000,130920.0000000,130860.0000000,130920.0000000,675
SPFB.RTS,1,20201201,175000,130910.0000000,130950.0000000,130880.0000000,130890.0000000,514
SPFB.RTS,1,20201201,175100,130910.0000000,130950.0000000,130880.0000000,130880.0000000,498
SPFB.RTS,1,20201201,175200,130880.0000000,130960.0000000,130860.0000000,130920.0000000,1026
SPFB.RTS,1,20201201,175300,130930.0000000,130940.0000000,130830.0000000,130910.0000000,789
SPFB.RTS,1,20201201,175400,130910.0000000,130930.0000000,130840.0000000,130900.0000000,587
SPFB.RTS,1,20201201,175500,130900.0000000,130940.0000000,130890.0000000,130900.0000000,565
SPFB.RTS,1,20201201,175600,130900.0000000,130950.0000000,130870.0000000,130880.0000000,371
SPFB.RTS,1,20201201,175700,130880.0000000,130890.0000000,130780.0000000,130780.0000000,774
SPFB.RTS,1,20201201,175800,130780.0000000,130810.0000000,130750.0000000,130750.0000000,401
SPFB.RTS,1,20201201,175900,130750.0000000,130790.0000000,130710.0000000,130760.0000000,1563
SPFB.RTS,1,20201201,180000,130760.0000000,130780.0000000,130680.0000000,130760.0000000,953
SPFB.RTS,1,20201201,180100,130750.0000000,130830.0000000,130700.0000000,130720.0000000,934
SPFB.RTS,1,20201201,180200,130720.0000000,130760.0000000,130650.0000000,130750.0000000,1632
SPFB.RTS,1,20201201,180300,130760.0000000,130800.0000000,130740.0000000,130770.0000000,477
SPFB.RTS,1,20201201,180400,130780.0000000,130850.0000000,130740.0000000,130800.0000000,1033
SPFB.RTS,1,20201201,180500,130800.0000000,130800.0000000,130750.0000000,130770.0000000,239
SPFB.RTS,1,20201201,180600,130770.0000000,130810.0000000,130710.0000000,130750.0000000,899
SPFB.RTS,1,20201201,180700,130740.0000000,130820.0000000,130720.0000000,130790.0000000,691
SPFB.RTS,1,20201201,180800,130780.0000000,130920.0000000,130780.0000000,130860.0000000,1356
SPFB.RTS,1,20201201,180900,130860.0000000,130930.0000000,130810.0000000,130810.0000000,1486
SPFB.RTS,1,20201201,181000,130810.0000000,130870.0000000,130790.0000000,130840.0000000,502
SPFB.RTS,1,20201201,181100,130840.0000000,130870.0000000,130810.0000000,130810.0000000,458
SPFB.RTS,1,20201201,181200,130820.0000000,130890.0000000,130820.0000000,130850.0000000,516
SPFB.RTS,1,20201201,181300,130870.0000000,130890.0000000,130770.0000000,130770.0000000,870
SPFB.RTS,1,20201201,181400,130780.0000000,130780.0000000,130710.0000000,130720.0000000,603
SPFB.RTS,1,20201201,181500,130720.0000000,130730.0000000,130680.0000000,130720.0000000,538
SPFB.RTS,1,20201201,181600,130720.0000000,130760.0000000,130660.0000000,130660.0000000,968
SPFB.RTS,1,20201201,181700,130670.0000000,130740.0000000,130660.0000000,130730.0000000,403
SPFB.RTS,1,20201201,181800,130730.0000000,130860.0000000,130730.0000000,130810.0000000,955
SPFB.RTS,1,20201201,181900,130800.0000000,130940.0000000,130800.0000000,130900.0000000,1085
SPFB.RTS,1,20201201,182000,130910.0000000,130970.0000000,130870.0000000,130940.0000000,1346
SPFB.RTS,1,20201201,182100,130950.0000000,130980.0000000,130910.0000000,130970.0000000,424
SPFB.RTS,1,20201201,182200,130960.0000000,131100.0000000,130940.0000000,131020.0000000,4401
SPFB.RTS,1,20201201,182300,131030.0000000,131030.0000000,130950.0000000,130980.0000000,977
SPFB.RTS,1,20201201,182400,130990.0000000,131000.0000000,130840.0000000,130840.0000000,1368
SPFB.RTS,1,20201201,182500,130850.0000000,130910.0000000,130830.0000000,130910.0000000,593
SPFB.RTS,1,20201201,182600,130900.0000000,130990.0000000,130850.0000000,130920.0000000,942
SPFB.RTS,1,20201201,182700,130910.0000000,130910.0000000,130800.0000000,130800.0000000,804
SPFB.RTS,1,20201201,182800,130810.0000000,130820.0000000,130760.0000000,130810.0000000,639
SPFB.RTS,1,20201201,182900,130820.0000000,130900.0000000,130820.0000000,130870.0000000,421
SPFB.RTS,1,20201201,183000,130870.0000000,130940.0000000,130810.0000000,130940.0000000,588
SPFB.RTS,1,20201201,183100,130930.0000000,130940.0000000,130850.0000000,130910.0000000,654
SPFB.RTS,1,20201201,183200,130910.0000000,130950.0000000,130850.0000000,130890.0000000,751
SPFB.RTS,1,20201201,183300,130900.0000000,130930.0000000,130760.0000000,130790.0000000,2343
SPFB.RTS,1,20201201,183400,130780.0000000,130830.0000000,130760.0000000,130810.0000000,507
SPFB.RTS,1,20201201,183500,130820.0000000,130850.0000000,130670.0000000,130700.0000000,1502
SPFB.RTS,1,20201201,183600,130710.0000000,130810.0000000,130670.0000000,130720.0000000,1560
SPFB.RTS,1,20201201,183700,130720.0000000,130730.0000000,130610.0000000,130700.0000000,1879
SPFB.RTS,1,20201201,183800,130700.0000000,130700.0000000,130600.0000000,130650.0000000,1846
SPFB.RTS,1,20201201,183900,130660.0000000,130690.0000000,130580.0000000,130680.0000000,913
SPFB.RTS,1,20201201,184000,130680.0000000,130700.0000000,130620.0000000,130660.0000000,840
SPFB.RTS,1,20201201,184100,130660.0000000,130690.0000000,130540.0000000,130640.0000000,2059
SPFB.RTS,1,20201201,184200,130640.0000000,130730.0000000,130600.0000000,130620.0000000,1571
SPFB.RTS,1,20201201,184300,130640.0000000,130720.0000000,130630.0000000,130700.0000000,916
SPFB.RTS,1,20201201,184400,130690.0000000,130740.0000000,130650.0000000,130730.0000000,507
SPFB.RTS,1,20201201,184500,130730.0000000,130830.0000000,130610.0000000,130770.0000000,2404.....))))))}}}%%%%%%%%%%%%%%%%:wq

:wq




